customerID,ActualChurn,ChurnLabel,PredictedProb,RiskSegment,tenure_group,tenure,MonthlyCharges,TotalCharges,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,InternetService_DSL,InternetService_Fiber optic,InternetService_No,gender_Female,gender_Male,SeniorCitizen,Partner,Dependents
0374-FIUCA,0,No,0.02225059,Low,48-72,65,20.4,1414.45,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0
5839-SUYVZ,0,No,0.76830417,Critical,12-24,16,74.55,1170.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,0
5173-ZXXXL,0,No,0.20310393,Low,0-12,2,19.95,47.7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0
1096-ADRUX,1,Yes,0.12894978,Low,48-72,66,74.25,4859.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1
2001-MCUUW,0,No,0.24343646,Low,24-48,46,108.65,4903.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
2731-GJRDG,0,No,0.2513877,Medium,24-48,32,109.55,3608.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
4723-BEGSG,0,No,0.090811856,Low,48-72,72,86.65,6094.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,0
6516-NKQBO,0,No,0.2167572,Low,24-48,38,81.0,3084.9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,1
8672-OAUPW,0,No,0.4534558,Medium,48-72,51,47.85,2356.75,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1
8207-DMRVL,0,No,0.015881049,Low,48-72,72,114.55,8306.05,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,1
3419-SNJJD,0,No,0.3214795,Medium,48-72,65,105.25,6786.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,0
6543-CPZMK,0,No,0.025704933,Low,0-12,9,29.95,248.95,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
4765-OXPPD,1,Yes,0.8255222,Critical,0-12,9,65.0,663.05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
2804-ETQDK,1,Yes,0.37419534,Medium,48-72,66,20.55,1357.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
6689-VRRTK,1,Yes,0.44972914,Medium,24-48,44,109.8,4860.35,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0
7138-GIRSH,0,No,0.018053154,Low,48-72,50,69.5,3418.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
9396-ZSFLL,1,Yes,0.81059104,Critical,12-24,15,48.85,631.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
6464-KEXXH,1,Yes,0.90029246,Critical,0-12,8,25.25,186.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
7134-MJPDY,0,No,0.86800116,Critical,48-72,66,102.85,6976.75,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0
5240-CAOYT,0,No,0.33237335,Medium,48-72,57,87.55,4884.85,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
4059-IIEBK,0,No,0.0028961983,Low,0-12,7,78.55,522.95,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
4881-JVQOD,0,No,0.25539464,Medium,0-12,10,34.55,362.6,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,1,1
0516-UXRMT,0,No,0.5838747,High,48-72,62,92.05,5755.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0
4851-BQDNX,0,No,0.5344992,High,24-48,40,85.05,3355.65,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
5148-HKFIR,1,Yes,0.47507435,Medium,12-24,20,19.7,406.95,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
1009-IRMNA,0,No,0.47989398,Medium,0-12,7,20.0,137.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
3003-CMDUU,0,No,0.07408539,Low,24-48,25,95.15,2395.7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0
5016-IBERQ,0,No,0.3505483,Medium,12-24,23,84.25,1968.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,0
6797-UCJHZ,0,No,0.20157824,Low,48-72,66,104.6,6819.45,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,1,0
2469-DTSGX,0,No,0.0021037443,Low,48-72,72,111.65,7943.45,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
4554-YGZIH,0,No,0.13510919,Low,48-72,49,90.05,4547.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0
5099-BAILX,0,No,0.2663845,Medium,24-48,43,110.75,4687.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,1
9931-KGHOA,0,No,0.0433542,Low,24-48,46,55.0,2473.95,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
1775-KWJKQ,0,No,0.03683335,Low,48-72,72,89.85,6562.9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1
7665-VIGUD,1,Yes,0.43276125,Medium,0-12,10,20.35,176.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
9411-TPQQV,0,No,0.18400347,Low,24-48,40,54.55,2236.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
7207-RMRDB,0,No,0.45295015,Medium,48-72,65,105.5,6985.65,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,1
7954-MLBUN,1,Yes,0.6432417,High,24-48,31,99.45,3109.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
2077-DDHJK,1,Yes,0.59813786,High,48-72,68,70.9,4911.35,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,0
4913-EHYUI,1,Yes,0.35072884,Medium,48-72,56,104.55,5794.65,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1,1,1
0195-IESCP,0,No,0.0013398349,Low,0-12,10,85.25,855.3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
9574-BOSMD,0,No,0.30816406,Medium,48-72,68,25.4,1620.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
4580-TMHJU,0,No,0.13146397,Low,24-48,43,56.15,2499.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,1
0970-ETWGE,0,No,0.10862036,Low,0-12,1,89.55,89.55,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
4908-XAXAY,1,Yes,0.04628866,Low,48-72,49,89.85,4287.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0
8404-VLQFB,0,No,0.52535254,High,12-24,15,25.25,394.85,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
1626-ERCMM,0,No,0.004800358,Low,12-24,20,94.55,1899.65,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1,1,0
0887-HJGAR,0,No,0.057356253,Low,0-12,1,45.7,45.7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0
2391-IPLOP,0,No,0.25987294,Medium,48-72,50,69.65,3442.15,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
5644-PDMZC,0,No,0.18033431,Low,0-12,2,89.5,161.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0
3509-GWQGF,0,No,0.46498838,Medium,12-24,24,70.0,1732.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0
9576-ANLXO,1,Yes,0.699559,High,0-12,3,69.55,222.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
2024-BASKD,1,Yes,0.6847234,High,0-12,1,74.6,74.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
5845-BZZIB,1,Yes,0.45007592,Medium,24-48,35,20.1,655.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
1140-UKVZG,0,No,0.6634485,High,12-24,17,24.8,475.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
4160-AMJTL,0,No,0.0004071617,Low,0-12,8,19.65,164.3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,0,0
5183-SNMJQ,0,No,0.07991013,Low,0-12,10,95.1,865.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
8100-PNJMH,0,No,0.018859286,Low,48-72,68,88.85,6132.7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,1,1
7838-LAZFO,0,No,0.036704518,Low,24-48,45,78.8,3597.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,0
4464-JCOLN,0,No,0.010755123,Low,0-12,2,19.85,35.9,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
2085-JVGAD,0,No,0.41180497,Medium,24-48,37,20.35,697.65,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,1,0
5650-VDUDS,0,No,0.01906168,Low,0-12,4,24.25,96.05,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
8095-WANWK,0,No,0.021369036,Low,0-12,10,45.25,428.7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0
3030-ZKIWL,0,No,0.0015885511,Low,0-12,1,20.05,20.05,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
9565-FLVCG,0,No,0.0038813243,Low,48-72,65,69.55,4459.15,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,1
8755-OGKNA,0,No,0.09213187,Low,48-72,57,19.5,1167.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
2800-VEQXM,1,Yes,0.41151652,Medium,0-12,3,74.75,238.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
7538-GWHML,0,No,0.033066213,Low,0-12,2,69.65,145.15,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0
5533-RJFTJ,0,No,0.41416666,Medium,48-72,49,30.2,1453.1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
3859-CVCET,1,Yes,0.9539553,Critical,0-12,4,45.65,191.05,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,0
0214-JHPFW,0,No,0.0037600726,Low,48-72,70,57.8,4039.3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0
5642-MHDQT,1,Yes,0.811589,Critical,48-72,53,19.85,1039.45,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
3088-FVYWK,0,No,0.528432,High,48-72,53,25.55,1336.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
3276-HDUEG,0,No,0.030362943,Low,0-12,1,75.05,75.05,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
9092-GDZKO,0,No,0.051823836,Low,12-24,22,24.85,493.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
0823-HSCDJ,0,No,0.004155768,Low,48-72,52,49.15,2550.9,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,0,0
3729-OWRVL,0,No,0.35390556,Medium,48-72,65,110.35,7246.15,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0
2324-AALNO,0,No,0.04545299,Low,24-48,48,24.55,1203.95,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0
0822-GAVAP,0,No,0.22841166,Low,0-12,2,34.7,62.25,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
5760-IFJOZ,0,No,0.505828,High,0-12,3,107.95,313.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
2826-UWHIS,0,No,0.24712905,Low,24-48,45,81.4,3775.85,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0
1448-PWKYE,0,No,0.024292119,Low,0-12,1,80.0,80.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1
7501-IWUNG,0,No,0.16268255,Low,48-72,61,73.8,4616.05,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
4957-TREIR,0,No,0.0022698606,Low,0-12,3,64.4,195.65,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
7251-LJBQN,0,No,0.57395416,High,24-48,40,103.75,4188.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0
8040-MNRTF,1,Yes,0.80603594,Critical,0-12,1,71.1,71.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
1536-HBSWP,1,Yes,0.29558432,Medium,0-12,1,49.9,49.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
5313-FPXWG,0,No,0.3511916,Medium,48-72,51,24.6,1266.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0
0067-DKWBL,0,No,0.14107193,Low,0-12,2,49.25,91.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,0
0946-FKYTX,0,No,0.001595565,Low,48-72,52,30.1,1623.4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
5076-YVXCM,0,No,0.0033519254,Low,48-72,51,83.4,4149.45,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0
8262-COGGB,1,Yes,0.0028940868,Low,0-12,1,20.45,20.45,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
6663-JOCQO,1,Yes,0.5256257,High,24-48,31,75.25,2344.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
9620-QJREV,0,No,0.2620254,Medium,24-48,47,20.55,1013.05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,1
2276-YDAVZ,0,No,0.008522597,Low,0-12,3,75.1,270.7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
2682-KEVRP,0,No,0.012148795,Low,12-24,22,20.05,417.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,0,0
2480-JZOSN,0,No,0.0062052403,Low,0-12,1,20.65,20.65,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,0
0078-XZMHT,1,Yes,0.23965842,Low,48-72,72,85.15,6316.2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0
5896-NPFWW,0,No,0.15756951,Low,0-12,3,50.15,168.15,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
9978-HYCIN,0,No,0.0016092124,Low,24-48,47,84.95,4018.05,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1,1,1
8338-QIUNR,1,Yes,0.519371,High,48-72,72,66.5,4811.6,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
1525-LNLOJ,1,Yes,0.94178426,Critical,48-72,66,63.3,4189.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,1,1
9450-TRJUU,0,No,0.02489991,Low,24-48,35,83.15,2848.45,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0
1766-GKNMI,0,No,0.0064151604,Low,24-48,29,84.9,2516.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0
6942-LBFDP,0,No,0.0048865997,Low,0-12,2,20.55,33.6,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0
1456-TWCGB,1,Yes,0.85486645,Critical,0-12,4,49.25,208.45,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
7133-VBDCG,0,No,0.052287783,Low,24-48,25,79.85,2015.35,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
7596-ZYWBB,0,No,0.1340083,Low,48-72,65,59.6,3739.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0,0
8329-UTMVM,0,No,0.60009867,High,24-48,27,104.65,2964.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,0
3014-WJKSM,0,No,0.15822324,Low,24-48,29,75.3,2263.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0,1,0
3347-YJZZE,0,No,0.0029248458,Low,24-48,29,80.1,2211.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
1029-QFBEN,0,No,0.5411716,High,0-12,1,19.55,19.55,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
7929-DMBCV,1,Yes,0.4356996,Medium,12-24,20,81.0,1683.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0
9661-JALZV,1,Yes,0.14273588,Low,48-72,58,24.7,1519.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
5433-KYGHE,0,No,0.30032337,Medium,12-24,14,86.0,1164.05,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1
4312-KFRXN,0,No,0.358514,Medium,48-72,72,25.4,1710.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,0
5575-TPIZQ,0,No,0.00671523,Low,24-48,46,89.15,4245.55,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0,0
0114-IGABW,1,Yes,0.87777686,Critical,48-72,71,58.25,4145.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,0
9944-AEXBM,0,No,0.49326515,Medium,24-48,32,85.65,2664.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
1853-ARAAQ,0,No,0.80426353,Critical,24-48,26,50.35,1277.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
6952-OMNWB,0,No,0.04742945,Low,48-72,68,80.35,5589.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0
4697-LUPSU,0,No,0.20331664,Low,0-12,2,20.2,34.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,1,1
8434-VGEQQ,1,Yes,0.39803633,Medium,48-72,61,20.55,1305.95,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
4952-YSOGZ,0,No,0.009270351,Low,0-12,4,85.95,381.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0,1,1
1589-AGTLK,0,No,0.54279,High,0-12,3,45.35,141.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0
5244-IRFIH,0,No,0.25872517,Medium,24-48,33,94.5,3105.55,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,0
6549-YMFAW,0,No,0.75588953,Critical,0-12,9,21.25,204.55,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,0
4950-HKQTE,1,Yes,0.026179582,Low,12-24,22,26.25,605.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
6786-OBWQR,0,No,0.60873914,High,0-12,5,80.85,356.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,1
2684-EIWEO,1,Yes,0.25716475,Medium,24-48,30,91.7,2758.15,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
2753-JMMCV,0,No,0.9301526,Critical,48-72,65,74.2,4805.65,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
6439-GTPCA,0,No,0.39946225,Medium,24-48,45,87.25,3941.7,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
6621-YOBKI,0,No,0.27526313,Medium,0-12,5,20.35,92.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
1216-JWVUX,0,No,0.57083046,High,24-48,25,75.5,1901.05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
7564-GHCVB,1,Yes,0.54618704,High,48-72,72,79.05,5730.7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,1
1173-NOEYG,0,No,0.24866104,Low,24-48,27,90.15,2423.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0,1,0
7595-EHCDL,0,No,0.28943306,Medium,24-48,32,50.6,1653.45,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,1
6647-ZEDXT,0,No,0.4026557,Medium,24-48,30,110.45,3327.05,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
2521-NPUZR,0,No,0.76627606,Critical,48-72,70,101.0,7085.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1,0
1307-TVUFB,0,No,0.028378198,Low,24-48,42,79.35,3344.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1,0,0
7503-MIOGA,0,No,0.010942239,Low,48-72,72,89.85,6697.35,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1,1,0
4381-MHQDC,0,No,0.3232301,Medium,24-48,47,65.0,2879.9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0
6923-JHPMP,0,No,0.0010066844,Low,0-12,2,80.45,137.1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0
5138-WVKYJ,1,Yes,0.64484286,High,0-12,10,98.55,1008.55,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0
4018-PPNDW,0,No,0.05426726,Low,48-72,61,24.1,1551.6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,1,1
1635-FJFCC,1,Yes,0.003533323,Low,0-12,5,44.05,202.15,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0,0
2499-AJYUA,0,No,0.09626933,Low,48-72,72,110.8,7882.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,1,0
6919-ELBGL,0,No,0.009110193,Low,48-72,72,114.95,8196.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1,1,1
3966-HRMZA,1,Yes,0.57293445,High,0-12,3,75.05,202.9,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,0
6425-JWTDV,0,No,0.19479647,Low,24-48,48,19.25,855.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0,1,0
